4,8,12,15,20
0.3882689559017662,0.350465245300187,0.33559765823764637,0.3249855972614686,0.3160739565684016
0.3889815986940445,0.3913904159217566,0.3715578963762518,0.35835134006852526,0.3519327812282341
0.2667174330622322,0.2905664148024054,0.2891063760412952,0.2979688684668693,0.31238556654302685
0.25375362830799575,0.25258450151720907,0.2559444375671738,0.2833066921379299,0.33674459474655155
0.09153666033723598,0.09129903297905693,0.09585697750225014,0.0902350778421976,0.08866345509830538
0.1023738990026379,0.10793778846063563,0.10234554715223927,0.07581949120191234,0.08311086699620174
0.14641382068832925,0.14815984045606193,0.13956114331833339,0.11384533958775886,0.12435489617569999
0.1634878074078578,0.16538511326976194,0.15963748951003223,0.13780771114681828,0.14968101260290564
0.15428926641701904,0.15671106559289846,0.15317240233102117,0.13025255334911934,0.1438303023507285
0.1021347827344456,0.114790417181111,0.12159898781248812,0.09810594135123771,0.10502915690074643
