4,8,12,15,20
0.015547568762730155,0.04077398683845264,0.0798891265656298,0.16976503900887507,0.4757742688936138
0.023183734845786366,0.057168819353322256,0.1005830250437913,0.13257678402890144,0.391190867301783
0.04248649427577539,0.09094877090238525,0.18516344811050486,0.22954374145586784,0.7005670552670069
0.011710003002376792,0.05106989775922823,0.13367236453442388,0.232026007905641,0.5423289383070218
0.014813417493535836,0.032542237162185385,0.0618503210863482,0.11356371785079189,0.1910316050422177
0.029509859740716488,0.05175056446086172,0.10058373974783576,0.14243424913404287,0.34909074817343766
0.01740427662200079,0.036639084132432775,0.05710079775400207,0.08478691643404249,0.1973716736131767
0.014616197463832699,0.03809445224906954,0.09024903417321763,0.1398248320427817,0.37376042967540685
0.019754318380200628,0.0368610251677261,0.06913656630332268,0.11086294065232034,0.2579021387063137
0.015800501746974473,0.035136091070140235,0.18560448630658502,0.22897846807441197,0.770390638503527
